Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
55219:110	191	3	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	233	4	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	174	5	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
174196:39	82	4	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	201	3	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	159	1	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	134	4	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	187	2	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	87	1	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	102	2	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	185	3	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	126	1	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
174196:39	221	2	no	5.4	new	other	modified	when i was, a couple of years ago, involved in some pretrial stuff  and	15	4
31080:59	187	4	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	193	7	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	102	6	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	155	5	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	90	5	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	85	1	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	72	6	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	113	6	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	131	7	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
31080:59	167	3	no	5.2	med	other	modified	in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	29	4
121757:134	187	3	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	95	3	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	103	2	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	199	2	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	192	1	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	71	2	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	216	3	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	179	6	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	88	1	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:134	60	7	no	5.6	new	other	modified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
16054:41	231	5	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	146	1	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	187	3	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	40	5	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	239	3	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	191	4	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	37	5	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	90	2	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	65	1	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
16054:41	107	2	no	6.1	med	other	modified	i mean, and they have, they have some serious chemicals out there you know,	14	4
45036:13	187	1	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	75	5	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	193	7	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	79	3	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	191	4	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	61	3	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	129	1	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
45036:13	88	1	no	5.9	new	other	unmodified	and you have some success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	26	4
